,Unnamed: 0.1,Unnamed: 0,Event ID,Event Date,Event Type,Event Intensity,Quad Code,Contexts,Actor Name,Actor Country,Actor Title,Actor Name Raw,Recipient Name,Recipient Country,Recipient Title,Recipient Name Raw,Country,Raw Placename,Publication Date,Language,Version
303,303,303,20220222-0019-B61A3C3Baa42_Accuse,2022-02-22,Accuse,-3.0,Verbal Conflict,,Sushil Kumar Modi,India,Member Of Parliament,Sushil Kumar Modi,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'JH\']""]']",2022-02-22,English,Ngec_Coder-Vers001-B1-Run-001
304,304,304,20220222-3404-2800711D3C4C_Request,2022-02-22,Request,0.0,Verbal Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'WB\']""]']",2022-02-22,English,Ngec_Coder-Vers001-B1-Run-001
305,305,305,20220222-7219-C20B1C69B10B_Request,2022-02-22,Request,0.0,Verbal Conflict,,Bombay High Court,India,National Court,Bombay High Court,Sameer Wankhede,India,Law Enforcement Officer,Sameer Wankhede,IND,"['[""[\'MH\']""]']",2022-02-22,English,Ngec_Coder-Vers001-B1-Run-001
306,306,306,20220222-0495-E47A259C734C_Accuse,2022-02-22,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Delhi Police,India,Law Enforcement Agency,Delhi Police,IND,"['[""[\'DL\']""]']",2022-02-22,English,Ngec_Coder-Vers001-B1-Run-001
307,307,307,20220223-8087-2512Db5A0422_Request,2022-02-23,Request,0.0,Verbal Conflict,,Rakesh Tikait,India,Individuals,Rakesh Tikait,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
308,308,308,20220223-2202-8Bf08B2Ba07B_Accuse,2022-02-23,Accuse,-3.0,Verbal Conflict,,Mayawati,India,Party President,Mayawati,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
309,309,309,20220223-7654-F947058F0Cef_Accuse,2022-02-23,Accuse,-3.0,Verbal Conflict,,Rakesh Tikait,India,Individuals,Rakesh Tikait,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
310,310,310,20220223-8087-2512Db5A0422_Accuse,2022-02-23,Accuse,-3.0,Verbal Conflict,,Rakesh Tikait,India,Individuals,Rakesh Tikait,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
311,311,311,20220223-7654-F947058F0Cef_Request,2022-02-23,Request,0.0,Verbal Conflict,,Rakesh Tikait,India,Individuals,Rakesh Tikait,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
312,312,312,20220223-4030-A401Fe0548B4_Request,2022-02-23,Request,0.0,Verbal Conflict,,Rakesh Tikait,India,Individuals,Rakesh Tikait,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
313,313,313,20220223-4030-A401Fe0548B4_Accuse,2022-02-23,Accuse,-3.0,Verbal Conflict,,Rakesh Tikait,India,Individuals,Rakesh Tikait,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-02-23,English,Ngec_Coder-Vers001-B1-Run-001
314,314,314,20220224-1008-D4C6D6F193F3_Retreat,2022-02-24,Retreat,6.5,Material Cooperation,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
315,315,315,20220224-4685-636D0F314E3C_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Bihar,India,Government,Bihar Government,IND,"['[""[\'BR\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
316,316,316,20220224-5125-685Be49B8C80_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,Election,Priyanka Gandhi,India,Secretary Of Civil,Priyanka Gandhi Vadra,Bharatiya Janata Party,India,Political Party,Bjp Government,IND,"['[""[\'UP\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
317,317,317,20220224-9941-Eb058C187Fab_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,Election,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'UP\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
318,318,318,20220224-0767-446390Cfde66_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,,Jagdeep Dhankhar,India,Regional Governor,Jagdeep Dhankhar,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
319,319,319,20220224-6462-7Eb5174E42Bf_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,,Jagdeep Dhankhar,India,Regional Governor,Jagdeep Dhankhar,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
320,320,320,20220224-2680-49Ed27469C48_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,,Jagdeep Dhankhar,India,Regional Governor,Jagdeep Dhankhar,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
321,321,321,20220224-3651-260F4E0E962E_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
322,322,322,20220224-5071-Ad9F74713B46_Accuse,2022-02-24,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Bihar,India,Government,Bihar Government,IND,"['[""[\'BR\']""]']",2022-02-24,English,Ngec_Coder-Vers001-B1-Run-001
323,323,323,20220225-8012-1172A133Ee56_Concede,2022-02-25,Concede,4.5,Verbal Cooperation,Election,Supreme Court,,Court Supreme,Supreme Court,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2022-02-25,English,Ngec_Coder-Vers001-B1-Run-001
324,324,324,20220225-7053-834F6D9C846B_Accuse,2022-02-25,Accuse,-3.0,Verbal Conflict,Election,Supreme Court,,Court Supreme,Supreme Court,Bharatiya Janata Party,India,Political Party,Bjp Leaders,IND,"['[""[\'WB\']""]']",2022-02-25,English,Ngec_Coder-Vers001-B1-Run-001
325,325,325,20220225-8650-A853C6Cbde0A_Protest_Demo,2022-02-25,Protest,-5.0,Material Conflict,Election,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UP\']""]']",2022-02-25,English,Ngec_Coder-Vers001-B1-Run-001
326,326,326,20220225-8012-1172A133Ee56_Sanction,2022-02-25,Sanction,-6.0,Material Conflict,Election,Supreme Court,,Court Supreme,Supreme Court,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2022-02-25,English,Ngec_Coder-Vers001-B1-Run-001
327,327,327,20220225-8650-A853C6Cbde0A_Accuse,2022-02-25,Accuse,-3.0,Verbal Conflict,Election,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'UP\']""]']",2022-02-25,English,Ngec_Coder-Vers001-B1-Run-001
328,328,328,20220228-1175-C63Cd872Ec40_Request,2022-02-28,Request,0.0,Verbal Conflict,Election | Disasters,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'WB\']""]']",2022-02-28,English,Ngec_Coder-Vers001-B1-Run-001
329,329,329,20220228-8224-5B5Baedc2Ba6_Accuse,2022-02-28,Accuse,-3.0,Verbal Conflict,,Sanjay Raut,India,Member Of Parliament,Sanjay Raut,Bharatiya Janata Party,India,Political Party,Bjp Leaders,IND,"['[""[\'MH\']""]']",2022-02-28,English,Ngec_Coder-Vers001-B1-Run-001
330,330,330,20220228-2301-Cbb1B3Ca9891_Accuse,2022-02-28,Accuse,-3.0,Verbal Conflict,Election | Health,Rahul Gandhi,India,Member Of Parliament,Rahul Gandhi,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'MN\']""]']",2022-02-28,English,Ngec_Coder-Vers001-B1-Run-001
331,331,331,20220301-8091-F9A02D66Ea4B_Accuse,2022-03-01,Accuse,-3.0,Verbal Conflict,,Sanjay Raut,India,Member Of Parliament,Sanjay Raut,Bharatiya Janata Party,India,Political Party,Bjp Leaders,IND,"['[""[\'MH\']""]']",2022-03-01,English,Ngec_Coder-Vers001-B1-Run-001
332,332,332,20220301-2699-A2A1855945E2_Accuse,2022-03-01,Accuse,-3.0,Verbal Conflict,,Sanjay Raut,India,Member Of Parliament,Sanjay Raut,Bharatiya Janata Party,India,Political Party,Bjp Leader 'S Son,IND,"['[""[\'MH\']""]']",2022-03-01,English,Ngec_Coder-Vers001-B1-Run-001
333,333,333,20220301-4916-A9417D00371A_Accuse,2022-03-01,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-01,English,Ngec_Coder-Vers001-B1-Run-001
334,334,334,20220301-4138-7Ca49Eb951A4_Accuse,2022-03-01,Accuse,-3.0,Verbal Conflict,Election,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'MN\']""]']",2022-03-01,English,Ngec_Coder-Vers001-B1-Run-001
335,335,335,20220301-0792-B2F529716A23_Accuse,2022-03-01,Accuse,-3.0,Verbal Conflict,Election,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,Congee,,Diet,Congress,IND,"['[""[\'DL\']""]']",2022-03-01,English,Ngec_Coder-Vers001-B1-Run-001
336,336,336,20220301-6765-00341A9F2469_Accuse,2022-03-01,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-01,English,Ngec_Coder-Vers001-B1-Run-001
337,337,337,20220302-8991-A2A7C632Fb9D_Accuse,2022-03-02,Accuse,-3.0,Verbal Conflict,,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Chandigarh,India,Settlement,Chandigarh Administration,IND,"['[""[\'CH\']""]']",2022-03-02,English,Ngec_Coder-Vers001-B1-Run-001
338,338,338,20220302-3907-2177B813F097_Accuse,2022-03-02,Accuse,-3.0,Verbal Conflict,,Punjab; Haryana,Pakistan; India,Region; State,Punjab Court; Haryana Court,Chandigarh,India,Settlement,Chandigarh Administration,IND,"['[""[\'CH\']""]']",2022-03-02,English,Ngec_Coder-Vers001-B1-Run-001
339,339,339,20220302-1804-5783Cee1009C_Accuse,2022-03-02,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Government Of Delhi,India,Central Jail Authority,Delhi Government,IND,"['[""[\'DL\']""]']",2022-03-02,English,Ngec_Coder-Vers001-B1-Run-001
340,340,340,20220302-1903-6600B0Eea9B8_Accuse,2022-03-02,Accuse,-3.0,Verbal Conflict,,Tejashwi Yadav,India,Member Of Parliament,Tejashwi Yadav,Nitish Kumar,India,Chief Minister,Nitish Kumar,IND,"['[""[\'BR\']""]']",2022-03-02,English,Ngec_Coder-Vers001-B1-Run-001
341,341,341,20220303-5570-6Be3442C772A_Request,2022-03-03,Request,0.0,Verbal Conflict,Health,Congee,,Diet,The Congress,Pinarayi Vijayan,India,Chief Minister,Pinarayi Vijayan,IND,"['[""[\'KL\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
342,342,342,20220303-9489-0Fe8F8A8E8Aa_Assault_Primitive,2022-03-03,Assault,-8.0,Material Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bjp Workers,IND,"['[""[\'UP\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
343,343,343,20220303-3821-008964D0508E_Mobilize,2022-03-03,Mobilize,-5.5,Material Conflict,,Delhi High Court,India,High Court,Delhi Court,Umar Khalid,India,Activist,Umar Khalid,IND,"['[""[\'DL\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
344,344,344,20220303-3821-008964D0508E_Sanction_Convict,2022-03-03,Sanction,-6.0,Material Conflict,,Delhi High Court,India,High Court,Delhi Court,Umar Khalid,India,Activist,Umar Khalid,IND,"['[""[\'DL\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
345,345,345,20220303-3821-008964D0508E_Retreat,2022-03-03,Retreat,6.5,Material Cooperation,,Delhi High Court,India,High Court,Delhi Court,Umar Khalid,India,Activist,Umar Khalid,IND,"['[""[\'DL\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
346,346,346,20220303-7101-5B186B0Cf4F5_Accuse,2022-03-03,Accuse,-3.0,Verbal Conflict,Human_Security,Allahabad High Court,India,High Court,Allahabad High Court,Government Of Uttar Pradesh,India,Chief Of State,Uttar Pradesh Government,IND,"['[""[\'UP\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
347,347,347,20220303-6063-42Ac47667Bbb_Accuse,2022-03-03,Accuse,-3.0,Verbal Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bjp Workers,IND,"['[""[\'UP\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
348,348,348,20220303-6063-42Ac47667Bbb_Assault_Primitive,2022-03-03,Assault,-8.0,Material Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bjp Workers,IND,"['[""[\'UP\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
349,349,349,20220303-7807-Baf007A79441_Assault,2022-03-03,Assault,-9.0,Material Conflict,,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata,Bharatiya Janata Party,India,Political Party,Bjp Workers,IND,"['[""[\'UP\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
350,350,350,20220303-9489-0Fe8F8A8E8Aa_Accuse,2022-03-03,Accuse,-3.0,Verbal Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bjp Workers,IND,"['[""[\'UP\']""]']",2022-03-03,English,Ngec_Coder-Vers001-B1-Run-001
351,351,351,20220307-3282-B0086F0Bf339_Protest,2022-03-07,Protest,-5.0,Material Conflict,,Congee,,Diet,Opposition Congress,Jai Ram Thakur,India,Chief Minister,Jai Ram Thakur,IND,"['[""[\'HP\']""]']",2022-03-07,English,Ngec_Coder-Vers001-B1-Run-001
352,352,352,20220307-4400-7B5B8804A200_Protest,2022-03-07,Protest,-5.0,Material Conflict,,Congee,,Diet,Opposition Congress,Jai Ram Thakur,India,Chief Minister,Jai Ram Thakur,IND,"['[""[\'HP\']""]']",2022-03-07,English,Ngec_Coder-Vers001-B1-Run-001
353,353,353,20220308-8451-E1E6Fec17579_Accuse,2022-03-08,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
354,354,354,20220308-3379-Ec171F644E6C_Sanction,2022-03-08,Sanction,-6.0,Material Conflict,Military,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
355,355,355,20220308-9043-F398D5Fa3682_Accuse,2022-03-08,Accuse,-3.0,Verbal Conflict,,Kerala High Court,India,High Court,Kerala High Court,Dileep,India,Actor,Dileep,IND,"['[""[\'KL\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
356,356,356,20220308-1254-473Bb8Fe94Ce_Assault,2022-03-08,Assault,-9.0,Material Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
357,357,357,20220308-1254-473Bb8Fe94Ce_Accuse,2022-03-08,Accuse,-3.0,Verbal Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
358,358,358,20220308-4204-8E161F564A98_Request,2022-03-08,Request,0.0,Verbal Conflict,Election,Haryana; Punjab,India; Pakistan,State; Region,Haryana Court; Punjab Court,Punjab,Pakistan,Region,Punjab Police,IND,"['[""[\'PB\', \'HR\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
359,359,359,20220308-8592-C0725Ad57280_Accuse,2022-03-08,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
360,360,360,20220308-8451-E1E6Fec17579_Coerce,2022-03-08,Coerce,-7.0,Material Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
361,361,361,20220308-1254-473Bb8Fe94Ce_Coerce,2022-03-08,Coerce,-7.0,Material Conflict,Election,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'WB\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
362,362,362,20220308-6500-Eae340889395_Accuse,2022-03-08,Accuse,-3.0,Verbal Conflict,Election,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-08,English,Ngec_Coder-Vers001-B1-Run-001
363,363,363,20220309-9649-0E854B098E00_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
364,364,364,20220309-1127-895978Db94E1_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi High Court,Sharjeel Imam,India,Student Protester,Sharjeel Imam,IND,"['[""[\'DL\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
365,365,365,20220309-9785-1A397Fb4C18A_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
366,366,366,20220309-0306-E776000470Fd_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Siddaramaiah,India,Member Of The Legislature,Siddaramaiah,Narendra Modi,India,Prime Minister,Prime Minister Narendra Modi,IND,"['[""[\'KA\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
367,367,367,20220309-5449-C3388Bf1F266_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,Military,Jagdeep Dhankhar,India,Regional Governor,Jagdeep Dhankhar,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
368,368,368,20220309-1347-E6C0F6E4Bc55_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Delhi High Court,India,High Court,Delhi Court,Central Bureau Of Investigation,India,Investigative Agency,Central Bureau Of Investigation,IND,"['[""[\'DL\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
369,369,369,20220309-4859-304B0893A485_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Bharatiya Janata Party,India,Political Party,Bjp,Akhilesh Yadav,India,Party President,Akhilesh Yadav,IND,"['[""[\'UP\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
370,370,370,20220309-5449-C3388Bf1F266_Request,2022-03-09,Request,0.0,Verbal Conflict,Military,Jagdeep Dhankhar,India,Regional Governor,Jagdeep Dhankhar,Mamata Banerjee,India,"Previously Held A Gov Role, So Coded As Eli",Mamata Banerjee,IND,"['[""[\'WB\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
371,371,371,20220309-9530-E5392578Ecdf_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Akhilesh Yadav,India,Party President,Akhilesh Yadav,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,IND,"['[""[\'UP\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
372,372,372,20220309-1008-631689D48Dba_Accuse,2022-03-09,Accuse,-3.0,Verbal Conflict,,Supreme Court,,Court Supreme,Supreme Court,Government Of Bihar,India,Government,Bihar Government,IND,"['[""[\'BR\']""]']",2022-03-09,English,Ngec_Coder-Vers001-B1-Run-001
373,373,373,20220310-5157-065Ce7584162_Mobilize,2022-03-10,Mobilize,-5.5,Material Conflict,Election,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2022-03-10,English,Ngec_Coder-Vers001-B1-Run-001
374,374,374,20220310-0839-Edbc3F2Cfaa3_Concede,2022-03-10,Concede,4.5,Verbal Cooperation,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'GA\']""]']",2022-03-10,English,Ngec_Coder-Vers001-B1-Run-001
375,375,375,20220310-5041-F6C781Dfe7D5_Accuse,2022-03-10,Accuse,-3.0,Verbal Conflict,Election,Yogi Adityanath,India,Chief Minister,Yogi Adityanath,Bharatiya Janata Party,India,Political Party,The Bjp Government,IND,"['[""[\'UP\']""]']",2022-03-10,English,Ngec_Coder-Vers001-B1-Run-001
376,376,376,20220310-0915-B56Ee9B7Ec0D_Concede,2022-03-10,Concede,4.5,Verbal Cooperation,,Bharatiya Janata Party,India,Political Party,Bharatiya Janata Party,Samajwadi Party,India,Political Party,Samajwadi Party,IND,"['[""[\'UP\']""]']",2022-03-10,English,Ngec_Coder-Vers001-B1-Run-001
377,377,377,20220310-2358-07022D7Ec54C_Concede,2022-03-10,Concede,4.5,Verbal Cooperation,Election,Congee,,Diet,Congress,Bharatiya Janata Party,India,Political Party,Bjp,IND,"['[""[\'GA\']""]']",2022-03-10,English,Ngec_Coder-Vers001-B1-Run-001
378,378,378,20220310-0839-Edbc3F2Cfaa3_Mobilize,2022-03-10,Mobilize,-5.5,Material Conflict,Election,Bharatiya Janata Party,India,Political Party,Bjp,Congee,,Diet,Congress,IND,"['[""[\'GA\']""]']",2022-03-10,English,Ngec_Coder-Vers001-B1-Run-001
